href	name	page views
Bennie_Maupin	Bennie Maupin	9288
Birth_of_the_Cool	Birth of the Cool	42356
Rudy_Van_Gelder	Rudy Van Gelder	17104
Debut_Records	Debut Records	2353
Afro-Cuban_jazz	Afro-Cuban jazz	22846
Enrico_Rava	Enrico Rava	5146
Jazz_bass	Jazz bass	6929
Japanese_Story	Japanese Story	23615
Banyan_(band)	Banyan (band)	5819
Ill_Communication	Ill Communication	67406
Fillmore_East	Fillmore East	32693
All%27s_Fair_in_Oven_War	All's Fair in Oven War	5987
Psychedelic_art	Psychedelic art	66297
Stand!	Stand!	29962
Martha_Tilton	Martha Tilton	7444
User:Benjamin.Heasly	User:Benjamin.Heasly	19
Jeff_Porcaro	Jeff Porcaro	127963
Talk:Darius_Milhaud	Talk:Darius Milhaud	154
Jac_Holzman	Jac Holzman	9711
Robert_Palmer_(writer)	Robert Palmer (writer)	11414
United_States_in_the_1950s	United States in the 1950s	42322
Grady_Tate	Grady Tate	7952
Henry_Kaiser_(musician)	Henry Kaiser (musician)	11015
Prestige_Records	Prestige Records	8862
Contemporary_Records	Contemporary Records	4448
Village_Vanguard	Village Vanguard	14762
Kenny_Garrett	Kenny Garrett	16163
Dose_(album)	Dose (album)	5067
Shakti_(band)	Shakti (band)	14009
Shakti_(album)	Shakti (album)	5308
Wikipedia:Today%27s_featured_article/September_2005	Wikipedia:Today's featured article/September 2005	0
Wikipedia:Today%27s_featured_article/September_28,_2005	Wikipedia:Today's featured article/September 28, 2005	0
Wikipedia:Today%27s_featured_article/September_29,_2005	Wikipedia:Today's featured article/September 29, 2005	0
Myles_Kennedy	Myles Kennedy	185742
Michael_Daugherty	Michael Daugherty	11795
Talk:Al_Green	Talk:Al Green	219
High_Heels_(film)	High Heels (film)	10834
Zucchero_Fornaciari	Zucchero Fornaciari	28425
Per_N%C3%B8rg%C3%A5rd	Per Nørgård	7937
User:Brinkost/Musical-acts-that-I-like	User:Brinkost/Musical-acts-that-I-like	0
Heinz_Holliger	Heinz Holliger	7104
Sonor	Sonor	12191
List_of_songs_about_New_York_City	List of songs about New York City	95173
Jaco_Pastorius_(album)	Jaco Pastorius (album)	19115
A_Charlie_Brown_Christmas_(soundtrack)	A Charlie Brown Christmas (soundtrack)	0
Al_Jourgensen	Al Jourgensen	73314
Mike_Keneally	Mike Keneally	31772
A.R._Kane	A.R. Kane	13731
Wikipedia:WikiProject_New_York_City	Wikipedia:WikiProject New York City	2937
Joe_Lee_Wilson	Joe Lee Wilson	2080
Now_He_Sings,_Now_He_Sobs	Now He Sings, Now He Sobs	7436
Stewie_Speer	Stewie Speer	1327
Boris_Christoff	Boris Christoff	7732
Viktoria_Mullova	Viktoria Mullova	12963
Larry_Rivers	Larry Rivers	18915
Birds_of_Fire	Birds of Fire	16882
The_Inner_Mounting_Flame	The Inner Mounting Flame	17006
List_of_stars_on_the_Hollywood_Walk_of_Fame	List of stars on the Hollywood Walk of Fame	260087
Eddie_G%C3%B3mez	Eddie Gómez	4299
Blue_Train_(album)	Blue Train (album)	48179
Narada_Michael_Walden	Narada Michael Walden	41717
Symphony_Sid	Symphony Sid	4011
Jon_Foreman	Jon Foreman	57571
UK_Music_Hall_of_Fame	UK Music Hall of Fame	11195
Wikipedia:Featured_article_candidates/Featured_log/October_2003_and_before	Wikipedia:Featured article candidates/Featured log/October 2003 and before	0
Rocker	Rocker	10499
User:Lironos	User:Lironos	142
User:Skyring	User:Skyring	2645
Talk:Coltrane_changes	Talk:Coltrane changes	113
Billy_Cobham	Billy Cobham	47349
Bob_Satterfield	Bob Satterfield	14564
Mick_Harris	Mick Harris	15679
Romper_Stomper	Romper Stomper	65678
David_Amram	David Amram	40754
Lenny_White	Lenny White	15362
Donna_Lee	Donna Lee	10204
Nils_Petter_Molv%C3%A6r	Nils Petter Molvær	7578
Andr%C3%A1s_Schiff	András Schiff	22198
Billy_Taylor	Billy Taylor	12392
Betty_Carter	Betty Carter	13884
Oris_(company)	Oris (company)	21075
Jack_Chambers_(linguist)	Jack Chambers (linguist)	1153
Rolling_Stones_Mobile_Studio	Rolling Stones Mobile Studio	13980
User:Jxn/music	User:Jxn/music	0
Drone_music	Drone music	63891
Jimmy_Cobb	Jimmy Cobb	17039
Brown_Sugar_(D%27Angelo_album)	Brown Sugar (D'Angelo album)	30536
Don_Was	Don Was	29699
Saetia	Saetia	7614
Michael_Franks_(musician)	Michael Franks (musician)	35017
Sketches_of_Spain	Sketches of Spain	35860
Edison_Award	Edison Award	5626
User:Cross-eyedmary	User:Cross-eyedmary	23
Jazz_Profiles	Jazz Profiles	1106
American_Book_Awards	American Book Awards	9348
List_of_bass_guitarists	List of bass guitarists	25403
Wallace_Roney	Wallace Roney	10865
The_Cars_That_Ate_Paris	The Cars That Ate Paris	18111
Svengali_(album)	Svengali (album)	1328
Buckshot_LeFonque	Buckshot LeFonque	10159
User_talk:Hyacinth/Music_II	User talk:Hyacinth/Music II	0
John_Tchicai	John Tchicai	3846
List_of_people_in_Playboy_1960%E2%80%9369	List of people in Playboy 1960–69	19079
List_of_people_in_Playboy_1970%E2%80%9379	List of people in Playboy 1970–79	28178
Larry_Carlton	Larry Carlton	55290
User:Knucmo2	User:Knucmo2	356
Verdine_White	Verdine White	67997
Bohusl%C3%A4n_Big_Band	Bohuslän Big Band	722
Kris_Defoort	Kris Defoort	762
Flora_Purim	Flora Purim	15643
%27Round_About_Midnight	'Round About Midnight	19756
Talk:Jazz_from_Hell	Talk:Jazz from Hell	91
Kitchens_of_Distinction	Kitchens of Distinction	6687
Dokaka	Dokaka	2374
Scott_Henderson	Scott Henderson	12903
Dis_Is_da_Drum	Dis Is da Drum	4274
Ashley_Kahn	Ashley Kahn	2750
Filles_de_Kilimanjaro	Filles de Kilimanjaro	20180
Giant_Steps_(composition)	Giant Steps (composition)	12647
User:Guitarboyzinc	User:Guitarboyzinc	24
Dogfish_Head_Brewery	Dogfish Head Brewery	56036
User_talk:Mark_Dingemanse/Archive3	User talk:Mark Dingemanse/Archive3	0
User:Deus_Homoni	User:Deus Homoni	186
Emily_Remler	Emily Remler	12314
Fresh_(Sly_and_the_Family_Stone_album)	Fresh (Sly and the Family Stone album)	18262
Think_different	Think different	115962
NEA_Jazz_Masters	NEA Jazz Masters	3893
Crime_Story_(TV_series)	Crime Story (TV series)	39336
Jazz_(TV_series)	Jazz (TV series)	22206
Wynton_Kelly	Wynton Kelly	16873
Brecon_Jazz_Festival	Brecon Jazz Festival	2807
Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	10881
Steamin%27_with_the_Miles_Davis_Quintet	Steamin' with the Miles Davis Quintet	3805
Workin%27_with_the_Miles_Davis_Quintet	Workin' with the Miles Davis Quintet	5406
Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	14943
Milestones_(Miles_Davis_album)	Milestones (Miles Davis album)	28996
Someday_My_Prince_Will_Come_(Miles_Davis_album)	Someday My Prince Will Come (Miles Davis album)	18822
Seven_Steps_to_Heaven	Seven Steps to Heaven	17899
E.S.P._(Miles_Davis_album)	E.S.P. (Miles Davis album)	18081
Miles_Smiles	Miles Smiles	17843
Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	16553
Nefertiti_(Miles_Davis_album)	Nefertiti (Miles Davis album)	20179
Miles_in_the_Sky	Miles in the Sky	13502
The_Complete_Live_at_the_Plugged_Nickel_1965	The Complete Live at the Plugged Nickel 1965	8250
In_a_Silent_Way	In a Silent Way	43548
Jack_Johnson_(album)	Jack Johnson (album)	27986
On_the_Corner	On the Corner	28014
Get_Up_with_It	Get Up with It	15523
Big_Fun_(Miles_Davis_album)	Big Fun (Miles Davis album)	18406
Mick_Harvey	Mick Harvey	31478
Brian_Viglione	Brian Viglione	18544
The_Motion_of_Light_in_Water	The Motion of Light in Water	1948
Band_of_Gypsys	Band of Gypsys	84696
Bob_Dorough	Bob Dorough	13389
Fran_Landesman	Fran Landesman	4524
Madhouse_(band)	Madhouse (band)	10292
Decoder_Ring	Decoder Ring	5223
Hugues_Panassi%C3%A9	Hugues Panassié	2040
Ernest_Dickerson	Ernest Dickerson	20427
Salvatore_Camarata	Salvatore Camarata	2055
Jerry_Goodman	Jerry Goodman	9996
Derek_Trucks	Derek Trucks	133076
Will-o%27-the-wisp_(disambiguation)	Will-o'-the-wisp (disambiguation)	2070
Terry_Teachout	Terry Teachout	6387
Yuri_Bashmet	Yuri Bashmet	8748
My_Favorite_Things_(album)	My Favorite Things (album)	28512
Craig_Armstrong_(composer)	Craig Armstrong (composer)	32730
Secrets_(Herbie_Hancock_album)	Secrets (Herbie Hancock album)	8217
Keith_Mars	Keith Mars	5685
Dewey_Square	Dewey Square	4331
User:Pete.Hurd	User:Pete.Hurd	639
In_the_Wee_Small_Hours	In the Wee Small Hours	49596
Miles_Davis_discography	Miles Davis discography	157313
Anne_Teresa_De_Keersmaeker	Anne Teresa De Keersmaeker	13600
List_of_1960s_one-hit_wonders_in_the_United_States	List of 1960s one-hit wonders in the United States	67038
Charles_Lloyd_(jazz_musician)	Charles Lloyd (jazz musician)	20443
Dan_Spitz	Dan Spitz	25982
Jerry_Moss	Jerry Moss	19367
Ben%27s_Chili_Bowl	Ben's Chili Bowl	18961
Gilles_Larrain	Gilles Larrain	1376
Third_(Soft_Machine_album)	Third (Soft Machine album)	0
St._Louis_Walk_of_Fame	St. Louis Walk of Fame	8902
Tutu_(album)	Tutu (album)	18857
User:MattKingston/biolist	User:MattKingston/biolist	0
Miroslav_Bukovsky	Miroslav Bukovsky	751
All_of_You_(Cole_Porter_song)	All of You (Cole Porter song)	4682
Album_cover	Album cover	44196
Dave_Liebman	Dave Liebman	9222
Impressions_(John_Coltrane_album)	Impressions (John Coltrane album)	12996
File:Milestonescover.jpg	File:Milestonescover.jpg	115
Gil_Mell%C3%A9	Gil Mellé	4561
List_of_people_from_Oklahoma	List of people from Oklahoma	0
Talk:Rolling_Stone%27s_500_Greatest_Albums_of_All_Time	Talk:Rolling Stone's 500 Greatest Albums of All Time	0
Live_at_the_Fillmore	Live at the Fillmore	0
Philip_Bailey	Philip Bailey	102457
Tom_Vaughn_(musician)	Tom Vaughn (musician)	1024
2001_(Dr._Dre_album)	2001 (Dr. Dre album)	434458
Autumn_Leaves_(1945_song)	Autumn Leaves (1945 song)	0
Oscar_Brown	Oscar Brown	9848
Live_at_Sin-%C3%A9_(Legacy_Edition)	Live at Sin-é (Legacy Edition)	10438
Talk:Collateral_(film)	Talk:Collateral (film)	321
Jazz_piano	Jazz piano	17394
Talk:List_of_1970s_one-hit_wonders_in_the_United_States	Talk:List of 1970s one-hit wonders in the United States	170
User:Cassius987	User:Cassius987	90
Gilad_Atzmon	Gilad Atzmon	0
Elwood_Buchanan	Elwood Buchanan	2689
Jo_Lustig	Jo Lustig	967
User_talk:Andrew_Norman/Archive_1	User talk:Andrew Norman/Archive 1	0
My_Funny_Valentine	My Funny Valentine	52324
Wikipedia:Former_featured_articles	Wikipedia:Former featured articles	23286
Ian_Carr	Ian Carr	4257
Bill_Cayton	Bill Cayton	4444
Tommy_Smith_(saxophonist)	Tommy Smith (saxophonist)	3643
Wikipedia:Articles_for_deletion/Log/2005_June_13	Wikipedia:Articles for deletion/Log/2005 June 13	0
Artists_United_Against_Apartheid	Artists United Against Apartheid	11925
Wikipedia:Articles_for_deletion/My_Funny_Valentine	Wikipedia:Articles for deletion/My Funny Valentine	0
Monk%27s_Music	Monk's Music	10122
Portal_talk:Music	Portal talk:Music	488
User:Yakuzai	User:Yakuzai	117
Ravinia_Festival	Ravinia Festival	16717
Dear_Old_Stockholm	Dear Old Stockholm	3630
List_of_Telecaster_players	List of Telecaster players	26779
Bob_Berg	Bob Berg	7659
Wikipedia_talk:Requests_for_comment/MARMOT	Wikipedia talk:Requests for comment/MARMOT	0
Billy_Paul	Billy Paul	27244
That_Old_Black_Magic	That Old Black Magic	14773
Styles_of_house_music	Styles of house music	49306
Talk:My_Funny_Valentine	Talk:My Funny Valentine	364
Athan_Maroulis	Athan Maroulis	2335
Bill_Cole	Bill Cole	3536
No-Man	No-Man	15304
Love_for_Sale_(song)	Love for Sale (song)	13771
Hand_jive	Hand jive	12538
Time_After_Time_(Cyndi_Lauper_song)	Time After Time (Cyndi Lauper song)	87809
Paul_Buckmaster	Paul Buckmaster	11104
Mike_Stern	Mike Stern	25863
Return_to_Forever_(Chick_Corea_album)	Return to Forever (Chick Corea album)	0
Tenderly	Tenderly	8409
Wikipedia:WikiProject_California	Wikipedia:WikiProject California	3785
Space_music	Space music	26082
Love_Me_or_Leave_Me_(Donaldson_and_Kahn_song)	Love Me or Leave Me (Donaldson and Kahn song)	8393
Sing_a_Simple_Song	Sing a Simple Song	4647
Ntozake_Shange	Ntozake Shange	17813
Porgy_and_Bess_(Miles_Davis_album)	Porgy and Bess (Miles Davis album)	18365
User:Charles_Matthews/Morgan	User:Charles Matthews/Morgan	0
User:Charles_Matthews/Wood_engravers	User:Charles Matthews/Wood engravers	0
Richie_Powell	Richie Powell	6233
Curley_Russell	Curley Russell	2441
Pierre_Michelot	Pierre Michelot	2953
Bruce_Rowland	Bruce Rowland	3780
File:Birth_of_the_Cool.jpg	File:Birth of the Cool.jpg	145
D_Train_(music_group)	D Train (music group)	12065
Local_on_the_8s	Local on the 8s	9253
Lester_Young	Lester Young	60552
User:FlorianB/Images	User:FlorianB/Images	0
Deaths_in_July_2005	Deaths in July 2005	3755
Takahito_Eguchi	Takahito Eguchi	4058
Sessions_at_West_54th	Sessions at West 54th	3588
Remix_album	Remix album	15036
Sava_Centar	Sava Centar	3502
Porgy_and_Bess_discography	Porgy and Bess discography	2602
Helen_Merrill	Helen Merrill	10924
Harvey_Mason	Harvey Mason	17850
Wikipedia:Featured_article_removal_candidates/Bob_Dylan	Wikipedia:Featured article removal candidates/Bob Dylan	0
M%C2%B2_(album)	M² (album)	2710
Garth_Porter	Garth Porter	4123
When_I_Fall_in_Love	When I Fall in Love	38164
Mati_Klarwein	Mati Klarwein	11617
The_Reality_of_My_Surroundings	The Reality of My Surroundings	6642
George_Coleman	George Coleman	12759
Fahrenheit_(Toto_album)	Fahrenheit (Toto album)	28930
Badal_Roy	Badal Roy	2436
Dizzy_Reece	Dizzy Reece	3694
Eddie_Jefferson	Eddie Jefferson	5487
Metro_East	Metro East	8147
The_Man_with_the_Horn	The Man with the Horn	9531
Cambria_Heights,_Queens	Cambria Heights, Queens	9491
Art_Blakey_discography	Art Blakey discography	16237
The_Electric_Flag	The Electric Flag	17155
Harvey_Brooks_(bassist)	Harvey Brooks (bassist)	0
User:Passive	User:Passive	348
Curtis_Fuller	Curtis Fuller	12663
Musikk_Fra_Hybridene	Musikk Fra Hybridene	540
Hiroshima_(band)	Hiroshima (band)	13344
Transition_(John_Coltrane_album)	Transition (John Coltrane album)	5485
Cindy_Blackman	Cindy Blackman	61289
Absolute_Beginners_(film)	Absolute Beginners (film)	28860
Five_Spot_Caf%C3%A9	Five Spot Café	4664
The_Allman_Brothers_Band_(album)	The Allman Brothers Band (album)	37609
Late_Night_Tales:_The_Flaming_Lips	Late Night Tales: The Flaming Lips	3398
Jack_Douglas_(record_producer)	Jack Douglas (record producer)	12857
West_Coast_jazz	West Coast jazz	19953
Fleur_Maxwell	Fleur Maxwell	1829
David_Was	David Was	5467
Future_2_Future	Future 2 Future	2121
Dave_Angel	Dave Angel	6328
User_talk:Lochdale	User talk:Lochdale	105
User:Ekespe	User:Ekespe	311
User:Madnova777	User:Madnova777	43
Paul_Jackson_(bassist)	Paul Jackson (bassist)	8853
Gatefold	Gatefold	20085
The_Fall_on_Deaf_Ears	The Fall on Deaf Ears	1856
Monterey_Jazz_Festival	Monterey Jazz Festival	13521
Ben_Sidran	Ben Sidran	10293
Leo_Sidran	Leo Sidran	5660
User:Davidals	User:Davidals	440
David_Hume_Kennerly	David Hume Kennerly	6480
Joaqu%C3%ADn_Rodrigo	Joaquín Rodrigo	35609
Tago_Mago	Tago Mago	41762
User:Swashbuckler332	User:Swashbuckler332	43
The_Blues_and_the_Abstract_Truth	The Blues and the Abstract Truth	12673
Barry_Harris	Barry Harris	13763
Mario_Bauz%C3%A1	Mario Bauzá	5711
List_of_people_from_St._Louis	List of people from St. Louis	34527
File:Miles_Davis_Sorcerer.jpg	File:Miles Davis Sorcerer.jpg	305
Portal:Music/Featured_articles	Portal:Music/Featured articles	0
User:Mel_Etitis/Jazz-L_top_100	User:Mel Etitis/Jazz-L top 100	0
Say_It_Loud_%E2%80%93_I%27m_Black_and_I%27m_Proud	Say It Loud – I'm Black and I'm Proud	16544
Biff_Henderson	Biff Henderson	16567
File:Tribute_To_Jack_Johnson.jpg	File:Tribute To Jack Johnson.jpg	99
Michala_Petri	Michala Petri	5700
Conrad_Herwig	Conrad Herwig	2948
Speak_No_Evil	Speak No Evil	18318
JuJu_(album)	JuJu (album)	4806
What_I_Say%3F	What I Say?	765
User:Mamawrites/Roles_for_New_Wikipedians	User:Mamawrites/Roles for New Wikipedians	0
Berliner_Philharmonie	Berliner Philharmonie	12452
Wikipedia:Featured_articles_promoted_in_2003	Wikipedia:Featured articles promoted in 2003	308
List_of_Music_Choice_channels	List of Music Choice channels	30745
Wikipedia:Articles_for_deletion/Log/2005_September_7	Wikipedia:Articles for deletion/Log/2005 September 7	0
User_talk:FuriousFreddy/Archive3	User talk:FuriousFreddy/Archive3	0
Wikipedia:Articles_for_deletion/Keith_jarret	Wikipedia:Articles for deletion/Keith jarret	0
Quincy_Troupe	Quincy Troupe	4864
Joey_DeFrancesco	Joey DeFrancesco	12686
Mattias_Eklundh	Mattias Eklundh	7394
File:Blue_haze.JPG	File:Blue haze.JPG	87
Blue_Haze	Blue Haze	11176
Darryl_Jones	Darryl Jones	41369
White_Rabbit_(Jefferson_Airplane_song)	White Rabbit (Jefferson Airplane song)	74667
Barbary_Coast,_San_Francisco	Barbary Coast, San Francisco	25176
Wikipedia_talk:Today%27s_featured_article/September_28,_2005	Wikipedia talk:Today's featured article/September 28, 2005	0
Doudou_N%27Diaye_Rose	Doudou N'Diaye Rose	11721
Jazz-funk	Jazz-funk	28735
Basin_Street	Basin Street	5675
Talk:Ludwig_Wittgenstein/Archive_2	Talk:Ludwig Wittgenstein/Archive 2	0
Talk:Swung_note	Talk:Swung note	154
User:Jobe6/Albums	User:Jobe6/Albums	0
Silver_Rain	Silver Rain	3517
Doyle_Bramhall_II	Doyle Bramhall II	124919
Wikipedia:Featured_article_removal_candidates/archive/July_to_September_2005	Wikipedia:Featured article removal candidates/archive/July to September 2005	0
Wikipedia:WikiProject_Illinois	Wikipedia:WikiProject Illinois	2553
British_jazz	British jazz	10119
File:CharlieParker_YardbirdSuite.ogg	File:CharlieParker YardbirdSuite.ogg	467
James_Purdy	James Purdy	8408
Portal:New_York_City	Portal:New York City	36733
Kyle_Eastwood	Kyle Eastwood	310993
User_talk:66_dot_201_dot_174_dot_92	User talk:66 dot 201 dot 174 dot 92	15
Talk:Allan_Holdsworth	Talk:Allan Holdsworth	146
Ellery_Eskelin	Ellery Eskelin	1938
Dwele	Dwele	31116
Raoul_Bj%C3%B6rkenheim	Raoul Björkenheim	1661
Wikipedia:Templates_for_discussion/Log/Not_deleted/October_2005	Wikipedia:Templates for discussion/Log/Not deleted/October 2005	0
Larry_Young_(musician)	Larry Young (musician)	9545
Ben_Sherman	Ben Sherman	33281
Live-Evil_(Miles_Davis_album)	Live-Evil (Miles Davis album)	24533
File:BitchesBrewGatefold.jpg	File:BitchesBrewGatefold.jpg	518
Wikipedia:Version_1.0_Editorial_Team/FAs_first	Wikipedia:Version 1.0 Editorial Team/FAs first	0
The_Complete_Bitches_Brew_Sessions	The Complete Bitches Brew Sessions	5248
Micha%C5%82_Urbaniak	Michał Urbaniak	5730
Merl_Saunders	Merl Saunders	15901
Joe_Messina	Joe Messina	9640
Airto_Moreira	Airto Moreira	16513
Victor_Feldman	Victor Feldman	10765
The_Coming	The Coming	35526
Charles_Thompson_(jazz)	Charles Thompson (jazz)	2492
List_of_DualDisc_releases	List of DualDisc releases	1186
Hymn_of_the_Seventh_Galaxy	Hymn of the Seventh Galaxy	8205
No_Mystery	No Mystery	6343
Truth_Crushed_to_Earth_Shall_Rise_Again	Truth Crushed to Earth Shall Rise Again	6862
Crescent_(John_Coltrane_album)	Crescent (John Coltrane album)	11376
Ol%C3%A9_Coltrane	Olé Coltrane	14816
Coltrane_Plays_the_Blues	Coltrane Plays the Blues	5365
Cleo_Henry	Cleo Henry	660
Graeme_Revell	Graeme Revell	28923
Crawford_Grill	Crawford Grill	2670
The_Proposition	The Proposition	54761
Idrees_Sulieman	Idrees Sulieman	4018
Where_Have_I_Known_You_Before	Where Have I Known You Before	9245
Tommy_Flanagan	Tommy Flanagan	18653
Duophonic	Duophonic	6152
Jeff_Beal	Jeff Beal	14695
Ray_Bryant	Ray Bryant	7384
Alphonse_Mouzon	Alphonse Mouzon	12645
User:Brian0918/Featured	User:Brian0918/Featured	0
Shirley_Horn	Shirley Horn	15957
Romantic_Warrior	Romantic Warrior	13763
Bennie_Green	Bennie Green	3447
Chummy_MacGregor	Chummy MacGregor	3772
Light_as_a_Feather	Light as a Feather	15652
User:CarlosLB	User:CarlosLB	105
Istanbul_International_Jazz_Festival	Istanbul International Jazz Festival	2531
The_Plot_to_Blow_Up_the_Eiffel_Tower	The Plot to Blow Up the Eiffel Tower	3688
User_talk:Jobe6/Archive_3	User talk:Jobe6/Archive 3	0
The_Infamous	The Infamous	68747
Live_at_the_House_of_Tribes	Live at the House of Tribes	1655
Van_Gogh_by_Numbers	Van Gogh by Numbers	246
Roddy_Lorimer	Roddy Lorimer	2150
Foley_(musician)	Foley (musician)	4354
Vaughn_Nark	Vaughn Nark	930
Santana_(1971_album)	Santana (1971 album)	34029
Talk:Jane_Siberry	Talk:Jane Siberry	57
Chicago_Jazz_Festival	Chicago Jazz Festival	5011
English,_August_(film)	English, August (film)	8156
Steve_Reid	Steve Reid	4638
Conversations_with_Myself	Conversations with Myself	6523
Miles_Dewey_Davis,_Jr.	Miles Dewey Davis, Jr.	3577
Marie-Claire_Alain	Marie-Claire Alain	5837
Bob_Mintzer	Bob Mintzer	7040
Eric_Nisenson	Eric Nisenson	984
Gary_Thomas_(musician)	Gary Thomas (musician)	2921
Ryo_Kawasaki	Ryo Kawasaki	5668
List_of_child_music_prodigies	List of child music prodigies	22051
List_of_jazz_genres	List of jazz genres	58650
Eric_Roche	Eric Roche	4195
User:BDP	User:BDP	106
Mtume	Mtume	19372
Joe_Bonamassa	Joe Bonamassa	299609
Bill_Evans_(saxophonist)	Bill Evans (saxophonist)	6235
Vital_Information	Vital Information	5803
That%27s_What_I_Say:_John_Scofield_Plays_the_Music_of_Ray_Charles	That's What I Say: John Scofield Plays the Music of Ray Charles	2654
Stellar_Regions	Stellar Regions	5066
List_of_Hammond_organ_players	List of Hammond organ players	17498
Here_to_Save_You_All	Here to Save You All	4842
Joint_issue	Joint issue	2790
List_of_rock_instrumentals	List of rock instrumentals	20469
Consolidated_(band)	Consolidated (band)	7830
My_Way_(Frank_Sinatra_album)	My Way (Frank Sinatra album)	30942
